Title,Rating,Votes,Duration,Storyline
5151. Sniper Alley to My Brother,9.5, (7),1h 55m,"The documentary tells the story of Dzemil Hodzic and his extraordinary project ""Sniper Alley"" which collects the images of world-famous war photojournalists from the period of the siege of Sarajevo from 1992 to 1996. On May 3, 1995, Dzemil and his brother Amel were playing outside when a sniper started shooting at them. Amel died at the age of 16 in her mother's arms. From that moment Dzemil's childhood was inevitably interrupted. Over the years, Dzemil created a titanic enterprise that involved the world's greatest photojournalists who had documented the siege of Sarajevo, portraying many children, including Amel. With his project, Dzemil went much further and soon ""Sniper Alley"" became a treasure of the community. The story of Dzemil is the heart of the documentary around which, the stories of incredible human beings articulate, each one in its direction like many branches of a tree. Men and women who have chosen to stand on the right side of history without regard to ethnicity and political ideology. Women became the flowers of resistance. Art, cinema, music and culture as spiritual weapons against war and annihilation. We shine a spotlight on the current context of Bosnia and its unresolved issues. Finally, we focus on possible solutions to ensure that what has already happened never happens again. ""Sniper Alley To My Brother"" is dedicated to Amel Hodziz who loved to draw and dreamed of becoming an artist and to all the children who despite living the horror of war, continue to dream of a better world."
5152. The Karamazovs,4.8, (15),1h 26m,"The estranged Karamazov siblings return home to see their dying father and settle a financial dispute, but nothing goes as planned and they find themselves in the middle of a murder case and questioning everything they have inherited."
5153. Duffle Bag Boy,6.9, (73),1h 11m,"Lost and forgotten, a homeless veteran hitchhikes his way into becoming an outlaw and goes to war with the kingpin of a criminal empire."
5156. Konchem Hatke,8.4, (1.1K),2h,"In a stroke of luck on a hot sunny day, 4 characters from different walks of life cross paths because of a dustbin and as the luck has it, they find themselves soaking in the world of humor, drama and fun-venture into making an indie film."
5157. O Céu em Queda,6.9, (15),1h 33m,"The Waning Sky tells the story of two lovers united by a love as strong as it is forbidden, haunted by the imminent presence of their unfulfilled desires and the guilt that follows them."
5159. Filateliya,7.0, (176),1h 52m,"Yana lives in northern town, works at the post office, collects stamps and waits for her father from the sea, but she doesn't even hope for his coming home. One day sailor Petr comes to the post office, and it changes Yana's life."
5161. Zafari,6.5, (66),1h 30m,"The arrival of a hippopotamus in a small zoo sets off an avalanche of conflict between neighbors of opposing social classes. In a dystopic world gone wild, Zafari the hippopotamus is the only one who still has enough to eat."
5162. Byte,3.3, (178),1h 37m,A group of college kids try to help their friend when he discovers a mysterious phone app that turns users into werewolves.
5164. Concierto para otras manos,7.6, (61),1h 19m,"A boy with a disability must convince his father, a classical pianist, to work as a team to achieve their dream of making music together."
5165. Fuchsia Libre,4.9, (71),1h 52m,"A secretly gay, ""dude, chong, pare, bro"" ends up becoming the crowd favorite of an underground wrestling circuit because of his costume and moniker. Can his underground success help him to be loved by his father?"
5166. Archetype,8.6, (10),1h 4m,A cinephile obsessed with Westerns is trying to cope with the failures of his personal life as he journeys inwards.
5167. Het Boek van Alle Dingen,6.6, (182),1h 26m,"A 9 year old boy, his rebellious sister, and mother endure the oppressive rule of their strictly religious father. The boy uses his vivid imagination to escape this reality, learning that happiness comes when one overcomes their fears."
5168. Devil Hunters,8.4, (130),2h,This is the story of a young girl who could terrify even the most adept Mahatantrik.
5169. Food for Profit,7.4, (315),1h 30m,"The film exposes the links between Agrifood and politics. With a pool of international experts it analyses the many problems related to factory farming: water pollution, migrants exploitation, biodiversity loss and antibiotic resistance."
5171. A Sudden Glimpse to Deeper Things,6.2, (105),1h 28m,Exploring the pivotal 1949 experience atop Switzerland's Grindelwald glacier that reshaped British modernist painter Wilhelmina Barns-Graham's artistic perspective for decades to come.
5173. Antha Naal,7.4, (1.2K),1h 38m,"A film director, his assistants and the cook go for a story discussion in a palatial bungalow. There, they discover footage of a family trapped by an unidentified ""maskman."""
5174. Kokuhaku Confession,5.5, (202),1h 14m,"A suspense thriller about two men, one of whom tells his darkest secret to the other, and the ensuing fight for survival between the two in a snowbound hut."
5175. Kajolrekha,6.3, (217),2h 36m,"Based on a famous Bangladeshi ballad-opera, where portraits the backstory of a lady conqueror."
5176. Igrisca ne damo!,5.7, (148),1h 19m,"When Alma discovers that her father's company plans to demolish the playground, she gets determined to save green areas. Alma has no choice but to join forces with her worst enemies - Luna's skate gang."
5177. Strangers,6.8, (14),1h 39m,A disillusioned office worker finds freedom and a new sense of self after assuming her missing colleague's identity on a dating app.
5180. Kiss of the Con Queen,7.5, (36),1h 57m,"A striving actor is targeted by an ingenious and sadistic scammer, terrorizing the industry, impersonating Hollywood elites."
5182. Por donde pasa el silencio,6.1, (286),1h 38m,"Antonio (30) returns to his home after a long absence. He then discovers that his family is on the brink of falling apart because of his fraternal twin, who suffers from severe back malformation. Now, he is going to have to face him."
5184. Lester,5.4, (11),1h 23m,The lives of Mike and Sonya Mitchell are turned upside down when Sonya is tricked into a bogus beauty contest by a wealthy tycoon who becomes obsessed with her and stops at nothing to have her.
5185. Valenciana,6.1, (103),1h 41m,"Spain, 1990s. Three friends try to find their place in the new country after the dictatorship. Despite their enthusiasm to be part of this new modernity, they are seduced by corruption, putting their integrity to the test."
5187. Harimau Malaya: The Untold Journey,8.0, (28),2h 5m,"Inspired by true events, Harimau Malaya: The Untold Journey will center around the national football team and the journey to qualifying for the Asian Football Confederation (AFC) Cup Final after 42 years."
5189. The Strike,7.9, (28),1h 26m,"The Strike is a feature documentary that tells the story of a generation of California men who endured decades of solitary confinement and, against all odds, launched the largest hunger strike in U.S. history."
5191. Psycho Ex,3.7, (480),1h 20m,"Psycho Ex is a psychological thriller set in a family's home, focusing on Megan's family's struggle with Derek's obsession, fear, and the ultimate sacrifices."
5192. Andhakaara,5.4, (141),2h 11m,"Forced into a passenger's criminal web, a disabled taxi driver finds himself caught between a ruthless woman and the mobsters hunting her down."
5193. In Her Likeness,4.4, (87),1h 26m,"A therapist's nightmares become intertwined with a patient's experiences. As her dreams intensify, she struggles to maintain boundaries between her work and personal life, uncovering a mysterious connection to her client."
5194. Nature Cat's Nature Movie Special Extraordinaire,7.3, (26),53m,"Nature Cat and his pals realize they've come to the end of their Nature Curiosity List. Meanwhile, Sir. Galahad gives himself the title of King and moves into a barren castle and steals pieces of nature to make his castle look more beautiful."
5195. The Spirit of Halloweentown,7.9, (19),1h 35m,"After serving as the location for a beloved Disney Channel Original Movie in 1998, a tiny Oregon town navigates its reputation as the real Halloweentown."
5197. Iyi Bir Aile Degiliz,5.1, (157),1h 37m,"After their father's sudden passing, a family copes with various events and unexpected challenges as they realize the dead body is missing."
5198. Yevam,5.3, (1.6K),2h 3m,"In the small town of Vikarabad, a female police officer Soumya, who is determined to prove herself, is paired with a sincere PoliceOfficer Abhiram, to unravel the sinister motives of Yugandhar who has a wishlist of young fan girls of stars"
5200. Panchayat Jetty,4.8, (675),2h 19m,"Kudungassery Village, where problems include insufficient public transport and cremation services. As local elections draw near, opposition chief Vallabhan capitalizes on these matters to confront the ruling party head, OK Krishnada."
5201. Killer Ex,4.0, (65),1h 34m,A former assassin's comfortable family life is upended when his beautiful ex shows up out of nowhere--with a slew of killers after her.
5202. Tootoo: The Jordin Tootoo Story,8.4, (13),1h 30m,"Follows Jordin Tootoo as he delves into international stardom, tragic personal loss, and addiction."
5204. Agrinai,7.9, (73),1h 33m,Three most wanted killers have managed to escape from a secret experiment lab and they start to kill the villagers.
5205. Vaguito,4.8, (175),1h 34m,The heartwarming tale of the dog who waits by the sea every day for the return of its departed friend.
5206. Scars,7.6, (33),1h 14m,A combat medic veteran with PTSD fights to save himself and his family's wildfire-torn California vineyard.
5209. Concepción,8.7, (33),2h 20m,"""Concepción"" follows Conchita Cabrera de Armida, a devout Mexican woman balancing family and spiritual devotion. She founded five apostolic works, impacting Mexico and the Church. Her legacy of faith and love continues to inspire."
